order_bn,text,label_confirm
5.75e+17,请不要放价格单,1
5.74e+17,发票,1
5.68e+17,夜里下订单，人工客服不在。优惠后总价665.25元，其中包含运费11元。请退运费。另请开具发票。多谢了！,1
5.68e+17,有运费，无语=_=客服还不在,1
5.74e+17,恭喜发财,1
5.75e+17,请不要放价格单,1
5.75e+17,右眼300度镜片，昨晚200°。,1
5.75e+17,请不要放价格单,1
5.75e+17,请不要放价格单,1
5.75e+17,紧身裤不要发一样的！,0
5.75e+17,请务必检查好产品质量和外观后发货，谢谢！,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请一定保证质量，谢谢,1
5.76e+17,发货前麻烦检查下物品是否损坏或发错和漏发，谢谢！,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,确保质量后请尽快发货，谢谢。,1
5.75e+17,请11月21日发货,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.75e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,周末送货,0
5.76e+17,请不要放价格单,1
5.76e+17,请发一双蓝色的，一双橙色的。,0
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,麻烦在确保货品没有任何瑕疵和问题的前提下尽快发货谢谢！,1
5.76e+17,请不要放价格单,1
5.77e+17,开发票,1
5.76e+17,送货前请务必先电话联系,0
5.77e+17,请周末配送，谢谢,0
5.77e+17,请不要放价格单,1
5.77e+17,烦请亲发货前细心检查，确认商品信息无误，包装完好，没有开线、破洞等表面质量问题，谢谢您哈～n.n,1
5.77e+17,送货请提前联系，不要送物业,0
5.77e+17,百世汇通,0
7.04e+17,请不要放价格单,1
5.78e+17,小礼品谢谢老板,1
7.05e+17,请不要放价格单,1
5.78e+17,请不要放价格单,1
7.05e+17,请不要放价格单,1
7.03e+17,请不要放价格单,1
7.04e+17,请不要放价格单,1
7.05e+17,请不要放价格单,1
7.05e+17,请不要放价格单,1
7.05e+17,不要有破损、裂痕、断线等等,0
7.05e+17,可以过几天发货,1
7.05e+17,请快递工作日送货，谢谢,1
7.05e+17,去掉毽子运费哦,1
7.05e+17,韵达,0
7.05e+17,包装牢固一些哦,1
7.05e+17,请不要放价格单,1
7.05e+17,麻烦看下质量谢谢,1
7.05e+17,送帽子围脖吗？,0
7.05e+17,希望有小礼物赠送呀！先谢谢亲～质量好的话还会回购的！祝生意兴隆(∩_∩),1
7.05e+17,圆通韵达邮政,0
7.05e+17,请检查好 包装好 尽快发货 谢谢,1
7.05e+17,M,0
5.76e+17,检查有无质量问题，尽快发货,1
5.68e+17,仔细包装。 谢谢啦,1
5.69e+17,派送前一定打电话,0
5.75e+17,请不要放价格单,1
5.75e+17,请不要放价格单,1
5.75e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,下午送，上午没人,0
5.68e+17,麻烦尽快发货哈，谢谢,1
5.69e+17,注意商品质量和运输防护，预祝合作愉快。,1
5.76e+17,记得打气筒和气针,1
5.76e+17,一条绿色，一条灰色，一条黑色！！！寄错差评,0
5.69e+17,请仔细包装，尽快发货，谢谢！,1
5.69e+17,保证商品全新无瑕疵,1
5.69e+17,亲，保质保量及时发货哦。,1
5.76e+17,请11.14再发货，谢谢！,1
7.03e+17,小心打包，因为我很远,1
5.77e+17,请保证质量，谢谢,1
7.05e+17,请不要放价格单,1
7.05e+17,检查好商品尽快发货,1
5.77e+17,劳烦店家精心挑选，保证无坏线变形，祝大卖！！,1
7.06e+17,麻烦店家包装仔细，快点发货，谢谢,1
7.05e+17,入集運倉，請加回妥善包裝。,1
7.05e+17,发货前检查好不要有质量问题的发来，谢谢亲^O^/,1
7.05e+17,2双，麻烦亲包装严实在，发货前看下小细节的质量，第一次来，好的话一定会继续来购买的，先谢谢了…,1
7.06e+17,记得开发票,1
7.06e+17,麻烦请延迟到11.5号发货!,1
7.06e+17,要求全新无小脏，无破损，无严重异味，无脱胶等质量问题。请严实包装。,1
7.06e+17,ga?u,1
7.06e+17,不放吊牌，清单，二维码,1
7.84e+17,发EMS吧，不要发申通。,0
7.06e+17,请检查好再发货,1
7.06e+17,开票内容写 体育用品,0
5.75e+17,不同，颜色分开,0
7.06e+17,快点发货，包装要好，保证质量，谢谢,1
5.69e+17,比较挑剔，比较难缠。虽说双十一搞活动，请不要发残次品,0
5.69e+17,开收据12把，每把299.9元，谢谢！,0
5.69e+17,麻烦在外包装清晰明显的标注入仓号FI3011ZXM 避免拒收 十分感谢,1
5.69e+17,全新正品勿有瑕疵，包好发出谢谢,1
5.69e+17,不放清单，二维码，吊牌,1
5.69e+17,请开发票，发票抬头:云南清保物业管理有限公司91530102MA6KQ4C725,1
5.76e+17,T恤两件包邮，改一下运费,1
5.69e+17,不要发国通快递。,1
5.76e+17,43码,0
5.76e+17,水下健身儿童泳鞋蓝色橙底的，要一双28码，一双34码。,0
5.76e+17,望看好质量尽快发货谢谢！,1
5.76e+17,包好，谢谢,1
7.03e+17,"不要遗漏原装附件,配件,礼品。不要拆包货/返修货/样品货，要原包装全新货。谢谢。",0
5.77e+17,发货前请仔细检查谢谢,1
5.76e+17,11月16日本周六出去旅游，请尽快发货，谢谢店家,1
7.05e+17,请不要放价格单,1
7.07e+17,按我拍下的颜色号码款式数量发货，不要搞错了，检查好没瑕疵问题包装完好再发货,1
7.06e+17,马甲M码 、外套S码 ，请不要弄错码子，谢谢！,0
7.06e+17,衣服帮忙发三件黑色三件深灰,0
7.07e+17,外包装备注三亚海棠湾恒大国际医院（F-3-2地块）,0
7.06e+17,优先帮我寄邮政快递，谢谢！,0
7.06e+17,"发票不随货
 名 称：山东帝旺环保科技有限责任公司 
 税 号：91370112084048924R",1
7.06e+17,请工作日18点-20点半之间送到。,0
7.06e+17,外包装备注三亚海棠湾恒大国际医院（F-3-2地块,0
7.07e+17,放丰巢 不要放 菜鸟驿站 回家晚 拿不到,0
7.07e+17,请不要放代收点,0
7.07e+17,请不要放价格单,1
7.07e+17,"你的网站没有放裤子的尺寸标准。希望我选的L是对的。
 我身高165cm，体重约63kg。喜欢运动体格比较大。",1
7.07e+17,请保质保量包装好，谢谢。,1
7.07e+17,请不要放价格单,1
7.07e+17,请不要放价格单,1
7.07e+17,"请别发错货品尺寸,谢谢!",1
7.07e+17,请确保质量,1
7.07e+17,"上海莅杰商贸有限公司
 91310113312456584R",1
7.07e+17,请店家在发货之前务必要检查仔细了，不要发错了，不要有瑕疵，以免回来再事后麻烦了，谢谢,1
7.07e+17,不放清单，二维码，吊牌,1
7.07e+17,170，70公斤，L码合适吗？,0
7.07e+17,请务必帮忙选好货，保证正品，不要有瑕疵，包装好，谢谢,1
7.07e+17,不放清单,1
7.07e+17,M码,0
7.07e+17,发货前请检查货品有无瑕疵，谢谢,1
5.69e+17,楼梯8楼！请务必周末送货上门！送货前先电话联系确认在家！,0
5.69e+17,发两件不同颜色的，男孩穿的谢谢,0
5.69e+17,中通或申通！包装结实！,0
7.07e+17,着急要 小礼物,1
5.68e+17,节假日不收货,0
5.69e+17,发前检查质量，以免不必要的麻烦，谢！,1
7.07e+17,最好中通,0
5.76e+17,三件包邮改价？,0
5.69e+17,赠品,1
5.75e+17,麻烦包装好 谢谢,1
5.77e+17,全部都买黑色de,0
5.77e+17,尽快发货即可,1
5.77e+17,你好，请注意核查颜色、大小和质量。谢谢。,1
5.77e+17,有瑕疵或者烂的 不光滑不要哦，打气筒不要寄断的哦,0
5.77e+17,麻烦开收据谢谢,1
7.08e+17,求求送俩球，送个包,1
7.06e+17,附带发票，抬头：威海宝悦母婴健康服务有限公司泰安分公司，税号：91370902MA3PCJKD6U,1
7.08e+17,请最好在16号送到，哪怕晚上都可以，因为17号要出差。谢谢！,0
7.08e+17,发货前，请确认一下型号和款式，检查是否有残次，避免不必要的麻烦。切记！切记！切记！,1
7.07e+17,寄出前请检查好质量，谢谢,1
7.08e+17,中通,0
7.08e+17,检查好质量尽快发货吧，谢谢！,1
7.08e+17,附带发票，抬头：威海宝悦母婴健康服务有限公司泰安分公司，税号：91370902MA3PCJKD6U,1
7.08e+17,电子发票邮箱 1143378758@QQ.COM,1
7.08e+17,附带发票和收据，抬头：威海宝悦母婴健康服务有限公司泰安分公司，代码：91370902MA3PCJKD6U,1
7.08e+17,附带发票，抬头：威海宝悦母婴健康服务有限公司泰安分公司，税号：91370902MA3PCJKD6U,1
7.08e+17,要退运费,1
7.08e+17,快快发货哦,1
7.08e+17,发货前请验货，请保证质量哦谢谢,1
7.08e+17,请退运费,1
7.08e+17,保证质量哦！,1
7.08e+17,发邮政其他的收不到，发不了邮政请退款,0
7.08e+17,附带发票，抬头：威海宝悦母婴健康服务有限公司泰安分公司，税号：91370902MA3PCJKD6U,1
7.08e+17,发货时请仔细检查质量 谢谢,1
7.08e+17,男款藏青色L码，男款浅灰条纹L码,0
7.08e+17,不要寄中通和圆通快递,0
7.08e+17,请卖家发货前检查是否有破洞，其它你懂得,1
7.08e+17,方形的黑表,1
7.08e+17,确保质量保证服务 顺丰,0
7.08e+17,保证质量！,1
7.08e+17,送人，请不要放出库单等任何单据在里面。,0
7.08e+17,麻烦发货前检查质量，包装！不要用中通快递，否则只能拒收，中通太远还不给送！,0
7.08e+17,请务必确保最新生产，保证正品和质量，确保无任何问题，省去退换等等麻烦，谢谢！,1
7.08e+17,"自提柜限制：材积不超过39x10x47cm, 請留意包括！",0
7.08e+17,保证品质！,1
7.08e+17,親請如同我所有訂單一起和同一個郵寄包裹發貨！,1
7.08e+17,有礼物请送些，谢谢你。,1
7.08e+17,打包给力,1
7.08e+17,请按要求发货，并保质保量,1
7.08e+17,修改运费,1
7.08e+17,请老板检查好再发货，竿口有无裂纹，请送个竿止,1
7.08e+17,要有一张送货单,0
7.08e+17,麻烦发货的时候帮忙检查下产品质量，非常感谢。,1
5.77e+17,两件深蓝两件深灰,0
7.09e+17,优先圆通,0
5.69e+17,请保证质量，谢谢！,1
5.77e+17,请包装好发货速度,1
5.77e+17,备用电话13621622355,0
5.77e+17,发申通,0
7.07e+17,尽快发货,1
5.69e+17,暂不发货，等通知于11月中下旬发货！,1
5.69e+17,亲，全新谢谢！,1
5.69e+17,圆通韵达,0
5.77e+17,请送货时一并安装，谢谢,1
5.77e+17,发票请开类别，发到邮箱lgminfo@163.com,1
5.69e+17,请看下质量发货，送人的，请备注快递员小哥送货上门,1
5.69e+17,开发票,1
5.77e+17,农村麻烦用用顺丰快递，非常感谢,0
7.09e+17,麻烦发货前检查下，没瑕疵的发来，谢谢！,1
5.69e+17,送货前请提前电话确认！,0
5.69e+17,可以开发票吧？,1
7.08e+17,为啥有快递费,1
7.08e+17,39-40,0
7.09e+17,麻烦给我好的，不要发错，谢谢,1
7.09e+17,加绒老款要黑边的谢谢,0
7.09e+17,请尽快发货，勿发次品，谢谢,1
7.09e+17,电联未接已经留言 超时拒绝,0
7.09e+17,请检查好配件齐全，质量无误后再发货，谢谢^_^,1
7.09e+17,不要放其他东西，有事联系本账号。谢谢,0
7.09e+17,发圆通或者邮政快递,0
7.09e+17,请快递员在2点到4点派件,1
7.09e+17,麻烦发最新的，包装好一些，送人谢谢！！,0
7.09e+17,晚点送货，最好15号达到,0
7.09e+17,保障质量,1
5.77e+17,上海鸣沃信息科技有限公司 91310116560143875G,1
7.09e+17,偏光湛蓝,1
5.69e+17,开发票,1
5.69e+17,中通快递,0
5.69e+17,请挑选质量好的发货！,1
5.77e+17,蓝色，迷彩色，绿色各一条,0
7.09e+17,需要购物清单,1
7.1e+17,尽快发货，希望有赠品，谢谢！,1
5.77e+17,请检查好质量尽快发货谢谢！,1
7.09e+17,发货请检查好质量哦，谢谢！,1
7.09e+17,周末送货,0
7.09e+17,检查后发货 谢谢,1
5.68e+17,不放购物清单。,1
7.08e+17,注意质量并及时发出,1
5.77e+17,请使用圆通快递,0
7.09e+17,送父母健身。,1
7.1e+17,送货上门3楼步梯,0
7.1e+17,老板 我是处女座！ 你懂的。,0
7.1e+17,保证质量 避开双十一发货,1
7.1e+17,可以发黑色吗,0
7.1e+17,希望质量好,1
7.1e+17,顺丰,0
7.1e+17,仔细检查出货，谢谢！,1
7.1e+17,发货时请备注周末配送，谢谢。,0
7.1e+17,包好，保证正品，尽快发货,1
7.1e+17,请尽快发货，谢谢！,1
7.1e+17,确保全新正品无瑕疵！包装完好！,1
7.1e+17,发货时请帮忙检查货品质量 以免造成不必要的麻烦 谢谢,1
7.1e+17,给我发两灰两黑,0
7.1e+17,要全新的，质量好的,1
7.1e+17,送人礼品，麻烦发货时仔细检查一下。,1
7.1e+17,客服，你好！能否换件女士带的，颜色粉红色。,0
7.1e+17,滑轮鞋换30-32码,0
7.1e+17,发全新的。,1
7.1e+17,周六送货安装,0
7.1e+17,前面一单地址错了，重新下。这单才是要的。,0
7.1e+17,请保证质量,1
7.1e+17,快递发邮政,0
7.1e+17,薄款黑，保证质量，尽快发货，谢谢,1
7.1e+17,用圆通或邮政，保证质量,0
5.69e+17,送货请提前联系买家,0
5.69e+17,发货请检查商品保证质优,1
5.7e+17,20L游泳包要荧光粉蓝，拜托拜托,0
7.09e+17,两套免运费，请改价哈,1
7.1e+17,颜色发黑色 不要发圆通,0
7.1e+17,希望能够14日收到货,1
7.1e+17,请发顺丰,0
5.69e+17,尽快发货谢谢,1
7.08e+17,麻烦小心包装 尽快发货 谢谢,1
7.1e+17,M号,0
7.1e+17,请发邮政，谢谢,0
5.69e+17,能不能送个放手机的,0
7.1e+17,麻烦包装好点，避免快递运输损伤，谢谢！,1
7.11e+17,发货前请检查,1
7.11e+17,韵达快递或者邮政快递才能送到,0
7.11e+17,不放清单，二维码，吊牌,1
7.11e+17,1.出货前请先检查商品是否完整。 2.尽快发货。 3.商品若有缺货，请先与我联系。 谢谢。,1
7.11e+17,保证正品，保证质量无瑕疵。,1
7.1e+17,只要独角兽的颜色,0
7.11e+17,麻烦请帮忙选一件不漏铁沙的。多谢多谢！,1
7.11e+17,周日送货,0
7.11e+17,不是包邮吗？麻烦退一下运费,1
7.11e+17,保证质量优先发货,1
7.11e+17,检查好质量，尽快发货，谢谢！着急,1
7.11e+17,请检查产品无误后并包装扎实再发货 如果有问题我会第一时间退货和如实评价,1
7.11e+17,请包装好明天发出快递。,1
5.7e+17,传递动能量,1
7.11e+17,请保证正品，如有破损，拒收！,1
7.11e+17,别发圆通谢谢,0
5.77e+17,开增值税专用发票,0
5.7e+17,请按照所选发品质好的鞋子给我，谢谢！,1
5.7e+17,全新原装正品，无污渍无脱线，包装无破损。,1
7.09e+17,请不要放价格单,1
5.78e+17,发货前检查一下货物，不要发错，谢谢。,1
7.09e+17,请不要放价格单,1
5.78e+17,发货注意货物质量，谢谢。,1
7.11e+17,确保正品！发货前请仔细检查商品质量！,1
5.78e+17,麻烦周三再给我发货，谢谢！,1
7.09e+17,请不要放价格单,1
7.11e+17,发货前检查一下，请发质量好的，有瑕疵的不要哦！,1
7.11e+17,11月14日再发货,1
7.11e+17,专用发票,0
7.11e+17,发货前请检查宝贝的质量，谢谢！,1
7.11e+17,有灰色一整套吗？有的话发灰色。没有一整套就发黑色,0
7.11e+17,给个最新的生产日期,1
7.11e+17,周末要用，请尽快发货！谢谢！,1
7.11e+17,请卖家检查好货品质量，再包装好！,1
7.11e+17,地址如果不是安徽的话就是记错了,0
7.11e+17,要求质量没问题，谢谢卖家,1
7.11e+17,两款M码，别发错了货哦！,1
7.11e+17,送爸妈，请选质量好的，谢谢,1
7.11e+17,发质量好的，谢谢,1
7.11e+17,不要发错，不要有破损，谢谢！,0
5.69e+17,最好白边，谢谢,0
5.69e+17,请不要放价格单,1
5.69e+17,亲请保证质量尽快发货,1
5.78e+17,发货前请仔细检查物品质量，核对订单，确保无误，尽快发货，谢谢,1
5.7e+17,请不要放价格单,1
5.78e+17,请确认无误，再发货。谢谢！,1
7.11e+17,尽快发货,1
5.78e+17,确保正宗，质量可靠！,1
7.11e+17,请检查好质量再发货,1
7.11e+17,您好，请包装严实些，防雨水防暴力快递。,1
7.11e+17,请检查清楚再发货，谢谢！,1
5.76e+17,请不要放价格单,1
7.11e+17,路途遥远，请务必打包好，谢谢,1
5.77e+17,加绒款发白边吧,1
7.12e+17,体恤能发青玉色最好,0
5.68e+17,"发票随货，或提供电子发票，谢谢！
 抬头：浙江沪新防爆电机有限公司； 
 税 号：91330324704359169U
 注册地址：浙江省温州市永嘉县瓯北镇堡一工业区",1
5.75e+17,请妥善包装并尽快发货，谢谢！,1
5.76e+17,请尽早发货，谢谢,1
7.11e+17,包装请仔细，尽快发货。谢谢,1
7.04e+17,晚点发货,1
7.04e+17,晚点发货,1
5.77e+17,商品出裤，请仔细检查！不要有瑕疵！快递到了请打电话！！！,1
7.05e+17,两个,0
7.06e+17,发货前请仔细检查物品质量，以免换货造成彼此的麻烦。,1
5.77e+17,L876,1
5.69e+17,到货退运费,1
7.1e+17,请周五发货，六日好在家收货谢谢！,1
7.1e+17,请包好不要有划痕，谢谢,1
7.1e+17,麻烦修改运费。,1
7.09e+17,不要发韵达,0
5.78e+17,麻烦快递小哥帮我放前门二楼谢谢啦,1
7.09e+17,检查仔细速度发货谢谢,1
7.06e+17,质量要好，以免退货,1
5.69e+17,请五天后再发货，谢谢！,1
5.69e+17,发票发到邮箱1530688328@qq.com,1
5.67e+17,黑色,0
7.12e+17,不送家里直接投诉,0
5.67e+17,蓝色拼接,0
5.67e+17,发货前请仔细检查，不要有瑕疵哦！,1
5.67e+17,L号,0
5.68e+17,"发票漯河慧光工程技术咨询有限公司 
 914111007374149888。",1
5.75e+17,请不要放价格单,1
5.75e+17,可以去门店自提吗,1
5.68e+17,老顾客！,1
5.75e+17,质量保证，包装完好！谢谢！,1
5.68e+17,要质量好好哦，麻烦仔细检查包装，非常感谢。,1
5.75e+17,送货请提前打电话约时间，怕家里没人。,0
5.76e+17,袜子黑色，灰色，墨绿色各两双,0
5.76e+17,请发顺丰快递,0
5.76e+17,护具请给蓝色，谢谢！,0
5.76e+17,麻烦安排11月13号发货，或者发货前与我沟通，感谢,1
7.03e+17,不要申通,0
7.04e+17,麻烦发圆通或者中通 谢谢！,0
7.04e+17,亲，颜色尺码请勿发错，核对清楚，谢谢！,1
5.75e+17,别错了，说好的如图如实保质赠品正品，要真好会宣传宣传,1
5.75e+17,要三个颜色 绿色 黑色 还有这个灰色 尺码一样,0
5.76e+17,我要海运到新加坡，请加固包装。谢谢,0
5.68e+17,麻烦发货时仔细检查哈商品的质量，颜色，尺寸哈！谢谢！,1
5.74e+17,请不要放价格单,1
5.76e+17,不要百世,0
7.02e+17,发货前请检查质量,1
7.03e+17,保证质量，谢谢！,1
5.68e+17,请勿给次品。做好防潮措施。谢谢。,1
5.74e+17,快递不要投递到熊猫快收，谢谢。请确保产品质量，包装严实，谢谢。,1
5.75e+17,公司件，送友达南门！需要开发票，谢谢,1
5.75e+17,请不要放价格单,1
5.75e+17,请不要放价格单,1
5.75e+17,发货前麻烦务必检查好物品，不要存有瑕疵，谢谢,1
5.75e+17,请不要放价格单,1
5.75e+17,老客户了麻烦发货快点谢谢,1
5.75e+17,请不要放价格单,1
5.75e+17,重新拍的，原来那个不发货，只要这一双,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.75e+17,请不要放价格单,1
5.75e+17,请不要放价格单,1
5.75e+17,14号再发货谢谢！,1
5.75e+17,请不要放价格单,1
5.75e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.75e+17,迪卡侬20公斤一对电镀哑铃男士健身家用练臂肌可调节拆卸套 CROW,1
5.75e+17,可以请发圆通,0
5.75e+17,请不要放价格单,1
5.75e+17,请不要放价格单,1
5.75e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.77e+17,请你检查质量清点数量，争取完成任务！,1
5.76e+17,请不要放价格单,1
5.77e+17,周日送货,0
5.76e+17,请不要放价格单,1
5.76e+17,箭支颜色请选一致！,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.76e+17,请不要放价格单,1
5.77e+17,全新正品保证，假一罚十,1
5.77e+17,劳烦店家精心挑选，保证无坏线变形，祝大卖！！,1
5.77e+17,优先申通百世,0
7.04e+17,请不要放价格单,1
5.77e+17,2套，麻烦亲包装严实在，发货前看下小细节的质量，第一次来，好的话一定会继续来购买的，先谢谢了…,1
5.77e+17,请不要放价格单,1
7.04e+17,给我挑没有瑕疵包装完整扎实的谢谢,1
7.04e+17,加急,1
7.04e+17,请送货上门谢谢,1
7.04e+17,要纯黑色头盔,0
7.04e+17,请不要放价格单,1
7.04e+17,由于货物太重，请送货入户。,0
7.04e+17,谢谢卖家和快递小哥！,1
5.77e+17,请周末送货,0
7.04e+17,麻烦掌柜的包装好一些O(∩_∩)O,1
5.77e+17,相信和实体店一样的吧，期待购物愉快，谢谢！,1
7.03e+17,请卖家给我早点发货，谢谢,1
7.05e+17,不要放清单和好评卡,1
7.05e+17,请仔细检查，切勿发瑕疵品！谢谢！辛苦了！,1
7.05e+17,请不要放价格单,1
7.05e+17,你家买了两双鞋，只要开一张发票,1
7.05e+17,尽快发货,1
7.05e+17,路远时间长，请务必包装结实牢靠。谢谢。,1
7.05e+17,请不要放价格单,1
7.05e+17,请不要放价格单,1
7.05e+17,质量保证 快发货,1
7.05e+17,请不要放价格单,1
5.69e+17,请尽快发货！谢谢！,1
5.69e+17,请务必检查好质量再发货,1
5.75e+17,不放购物清单。,1
5.75e+17,快递请送上门，自己在家带小孩，不方便取，谢谢,1
5.75e+17,不放购物清单。,1
5.76e+17,"单位名称：临沂市拓普网络股份有限公司
 税号：9137 1300 7402 4805 2H
 账号：80000 3101 0044 0000 1722
 开户行：临商银行开发区支行
 地址：临沂经济技术开发区沃尔沃路55号
 联系电话：0539-8800911开专票",1
5.75e+17,请不要放价格单,1
5.76e+17,不放购物清单，及时发货。,1
7.06e+17,尽量不要发邮政，最好发中 通，谢谢！,0
7.06e+17,尺码买来试下 运费险有了客服推荐冲锋衣M自己感觉太大了,1
5.76e+17,全新正品无损，包装好,1
5.77e+17,请包装扎实并尽快发货谢谢,1
7.06e+17,不放价格单好评卡！谢谢！,1
7.06e+17,改运费,1
7.06e+17,"店家，我一共买很多条，由于你们网页限制，我只能分开买，麻烦其中1条蓝色的加1条紫色的，这2条一起发到深圳这个地址：深圳市龙岗区平湖街道禾花社区平新北路163号广弘美居E栋202 深圳慈方中医馆
 赖敏强 18810062440 感谢！",1
7.06e+17,【次品勿发、谢谢】,1
7.06e+17,开具增值税专用发票,0
7.06e+17,不要放价格单,1
7.07e+17,"不要遗漏原装附件,配件,礼品。不要拆包货/返修货/样品货，要原包装全新货。谢谢。",0
7.07e+17,备注统一写：公司团购45件，分9个ID拍，暂不发货，等收集好尺码后再发货。要求开具发票，发票名称：贺州广东温氏畜禽有限公司 社会统一信用代码： 91451100672457601C,1
7.07e+17,不放好评卡、价格单,1
7.07e+17,查看商品是否完好，包装好，不要有损坏，谢谢了,1
7.07e+17,请早点发货，谢谢！,1
7.07e+17,无痕发货.,1
7.07e+17,要正品迪卡侬,1
7.07e+17,送朋友，不要出现淘宝字样，价格，品牌，卡片之类的东西，谢谢配合！,1
7.07e+17,不要发货单,1
7.07e+17,发货前检查无质量问题无瑕疵再发货,1
7.08e+17,双十一辛苦了，第二次购买了。希望包装能稍微好点，不要退货过的发给我，谢谢你,1
7.08e+17,包装完好无破损缺漏,1
7.08e+17,包装结实尽快发货谢谢,1
7.08e+17,"不要遗漏原装附件,配件,礼品。不要拆包货/返修货/样品货，要原包装全新货。谢谢。",0
7.08e+17,全新正品，严实包装，拒绝破损～,1
7.08e+17,要全新未开封的，谢谢,1
5.77e+17,请认真检查货物质量，避免麻烦,1
7.08e+17,商品要全新未拆封的，谢谢,1
7.08e+17,请不要放价格表，好评单之内等等的纸条，不然差评，没放的话会自动好评，谢谢了，麻烦了！,1
5.69e+17,请检查好无瑕疵再发货，谢谢！,1
5.77e+17,麦格纳汽车系统（苏州）有限公司91320594783360757A,1
5.77e+17,直播,0
5.77e+17,请卖家发货时仔细检查，别拿错了，谢谢！,1
7.08e+17,加急,1
5.69e+17,套装里面，上衣S号，裤子M号，谢谢。,0
5.77e+17,我要四件黑的，谢谢,0
5.77e+17,不要放跟价格有关的东西,1
7.07e+17,单价。好评不放,1
7.09e+17,不要发韵达,0
7.1e+17,送货上门3楼步梯,0
7.09e+17,本货物经集运公司转运，请提供正确的运单号码，如有问题，请留言旺旺，谢谢,1
7.09e+17,请不要放价格单,1
7.09e+17,指南针请尽量配黑色！,0
7.09e+17,请帮我仔细检查，不接受明显瑕疵，谢谢,1
7.09e+17,请不要放价格单,1
7.1e+17,谢谢^_^,1
7.1e+17,无电梯上二楼，需要免费安装,0
7.11e+17,请不要放价格单,1
7.1e+17,放自助快递,1
7.11e+17,发货前请检查好质量，不要有瑕疵，新疆比较远，退换货麻烦！,1
7.11e+17,请不要放价格单,1
7.11e+17,第一次来，期待质量。,1
5.78e+17,球鞋如果有43码请发43码的 感谢,1
7.11e+17,请不要放价格单,1
5.7e+17,这是2件包邮产品，看到还是有运费的,1
5.77e+17,不放购物清单,1
7.11e+17,请尽快发货，要得急，谢谢,1
7.11e+17,不要放价格清单,1
5.7e+17,请不要放价格单,1
7.11e+17,请不要放价格单,1
7.09e+17,不放购物清单,1
7.1e+17,请不要放价格单,1
7.11e+17,亲，包装好哈,1
7.04e+17,护具有“白/紫”，就发白紫,0
5.75e+17,请放入自提柜，谢谢,0
5.77e+17,请费心挑选完美的，如有赠品请放入，谢谢,1
7.05e+17,请不要放价格单,1
7.04e+17,保证配件齐全,1
7.1e+17,发票不用开商品明细,1
5.77e+17,调好包好 尽快发货,1
7.04e+17,请发圆通或韵达,0
7.04e+17,邮政或者顺丰,0
5.76e+17,5天后发货,1
7.04e+17,請務必檢查無瑕疵，並請妥善包裝。以利集運商協助轉運台灣。(台灣到貨時有問題是不方便退貨的，所以務必請幫忙檢查唷),1
7.04e+17,请检查全新无质量问题后再发货,1
7.04e+17,迪卡侬花木店自提，不要发货到我的地址,1
5.77e+17,师傅您好 麻烦到货之前来个电话?? 谢谢！,0
7.03e+17,发货前检查一下质量，谢谢！,1
7.11e+17,不要放清单,1
7.11e+17,请尽快发货，保证质量，谢谢！,1
5.75e+17,请检查好质量给我发货！,1
7.04e+17,我有买免运费的商品，应该是没有运费的，若收运费，发货前请先联系,1
7.04e+17,请11月16日之后发货，之前家中无人，谢谢！,1
5.68e+17,请本周末发货，发早了没人在家,1
7.04e+17,送人，请保证质量，谢谢。,1
7.04e+17,希望7天以后发货。,1
7.05e+17,请勿选择百世物流,0
5.76e+17,无损！,1
5.69e+17,暂不发货,1
5.69e+17,暂不发货，等通知于11月中下旬发货！,1
5.69e+17,先别发货,1
5.77e+17,拜托16号再发货16号发货16号发货！,1
5.76e+17,：公司团购45件，分9个ID拍，暂不发货，等收集好尺码后再发货。要求开具发票，发票名称：贺州广东温氏畜禽有限公司 社会统一信用代码： 91451100672457601C,1
5.77e+17,不要有价格 不要有店铺信息 送人的,1
5.76e+17,收件人瘸，求送到家，谢谢?,0
5.77e+17,晚个5天左右发货。明天要出差一周。谢谢,1
5.77e+17,要开电子发票,1
5.76e+17,15日以后发货，14 15号两天全家出游，没有人在家,1
